2023-06-04 21:37:29,821 INFO    StreamThr :13534 [internal.py:wandb_internal():86] W&B internal server running at pid: 13534, started at: 2023-06-04 21:37:29.821657
2023-06-04 21:37:29,822 DEBUG   HandlerThread:13534 [handler.py:handle_request():144] handle_request: status
2023-06-04 21:37:29,823 INFO    WriterThread:13534 [datastore.py:open_for_write():85] open: /home/eykos/edu/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230604_213729-hwfq5hgy/run-hwfq5hgy.wandb
2023-06-04 21:37:29,823 DEBUG   SenderThread:13534 [sender.py:send():375] send: header
2023-06-04 21:37:29,825 DEBUG   SenderThread:13534 [sender.py:send():375] send: run
2023-06-04 21:37:30,307 DEBUG   HandlerThread:13534 [handler.py:handle_request():144] handle_request: check_version
2023-06-04 21:37:30,309 INFO    SenderThread:13534 [dir_watcher.py:__init__():219] watching files in: /home/eykos/edu/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230604_213729-hwfq5hgy/files
2023-06-04 21:37:30,309 INFO    SenderThread:13534 [sender.py:_start_run_threads():1124] run started: hwfq5hgy with start time 1685932649.821671
2023-06-04 21:37:30,310 DEBUG   SenderThread:13534 [sender.py:send_request():402] send_request: summary_record
2023-06-04 21:37:30,310 INFO    SenderThread:13534 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-04 21:37:30,311 DEBUG   SenderThread:13534 [sender.py:send_request():402] send_request: check_version
2023-06-04 21:37:30,602 DEBUG   HandlerThread:13534 [handler.py:handle_request():144] handle_request: run_start
2023-06-04 21:37:30,610 DEBUG   HandlerThread:13534 [system_info.py:__init__():31] System info init
2023-06-04 21:37:30,610 DEBUG   HandlerThread:13534 [system_info.py:__init__():46] System info init done
2023-06-04 21:37:30,610 INFO    HandlerThread:13534 [system_monitor.py:start():181] Starting system monitor
2023-06-04 21:37:30,611 INFO    SystemMonitor:13534 [system_monitor.py:_start():145] Starting system asset monitoring threads
